name,displayName,description,exemptionCategory,expiresOn,scope,policyAssignmentId,policyDefinitionReferenceIds,resourceSelectors,metadata,assignmentScopeValidation
a1b309934f98494d9901fc49,68b133a0-68af-43fa-a9c3-d1b9bf296ea5 - DEMO - Enforce Global Tagging Requirements,,Waiver,,/providers/microsoft.management/managementgroups/68b133a0-68af-43fa-a9c3-d1b9bf296ea5,/providers/Microsoft.Management/managementGroups/68b133a0-68af-43fa-a9c3-d1b9bf296ea5/providers/Microsoft.Authorization/policyAssignments/Global-Tagging2,,,,
